"filename", "language", "Python", "YAML", "Markdown", "MS SQL", "Shell Script", "JSON", "JSON Lines", "Properties", "Docker", "Ini", "XML", "HTML", "Makefile", "JSON with Comments", "comment", "blank", "total"
"/workspaces/NeuroNews/.github/workflows/disabled/pr-validation.yml", "YAML", 0, 406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 77, 523
"/workspaces/NeuroNews/.github/workflows/disabled/s3-storage.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/workspaces/NeuroNews/.github/workflows/disabled/terraform.yml", "YAML", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 94
"/workspaces/NeuroNews/.github/workflows/disabled/test-news-api.yml", "YAML", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 64
"/workspaces/NeuroNews/.github/workflows/disabled/tests.yml", "YAML", 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 23, 142
"/workspaces/NeuroNews/.github/workflows/mlops-ci.yml", "YAML", 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 99
"/workspaces/NeuroNews/.github/workflows/neptune-cd.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/workspaces/NeuroNews/.github/workflows/pr-testing.yml", "YAML", 0, 261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 62, 362
"/workspaces/NeuroNews/.github/workflows/pr-validation.yml", "YAML", 0, 406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 77, 523
"/workspaces/NeuroNews/.github/workflows/rag-ci.yml", "YAML", 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 31, 227
"/workspaces/NeuroNews/.github/workflows/s3-storage.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/workspaces/NeuroNews/.github/workflows/terraform.yml", "YAML", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 94
"/workspaces/NeuroNews/.github/workflows/test-news-api.yml", "YAML", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 64
"/workspaces/NeuroNews/.github/workflows/tests.yml", "YAML", 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 23, 142
"/workspaces/NeuroNews/.markdownlint-cli2.jsonc", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 1, 23
"/workspaces/NeuroNews/.markdownlint.json", "JSON", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"/workspaces/NeuroNews/Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 22, 23, 93
"/workspaces/NeuroNews/FOLDER_STRUCTURE.md", "Markdown", 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 153
"/workspaces/NeuroNews/GRAPH_BASED_SEARCH_IMPLEMENTATION.md", "Markdown", 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 253
"/workspaces/NeuroNews/ICEBERG_MAINTENANCE_IMPLEMENTATION.md", "Markdown", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 98
"/workspaces/NeuroNews/Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 235, 0, 15, 40, 290
"/workspaces/NeuroNews/OPENLINEAGE_MARQUEZ_IMPLEMENTATION.md", "Markdown", 0, 0, 279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 355
"/workspaces/NeuroNews/README.md", "Markdown", 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 246
"/workspaces/NeuroNews/_mlruns_ci/0/meta.yaml", "YAML", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/workspaces/NeuroNews/_mlruns_ci/303720245422693958/meta.yaml", "YAML", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/workspaces/NeuroNews/_mlruns_ci/390175407796713606/c7f4266d1e6f4fa79a09786bdac419d2/meta.yaml", "YAML", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/workspaces/NeuroNews/_mlruns_ci/390175407796713606/meta.yaml", "YAML", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/workspaces/NeuroNews/airflow/dags/example_pipeline.py", "Python", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 13, 84
"/workspaces/NeuroNews/airflow/dags/iceberg_maintenance.py", "Python", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 9, 101
"/workspaces/NeuroNews/airflow/dags/news_pipeline.py", "Python", 340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 77, 526
"/workspaces/NeuroNews/airflow/dags/spark_jobs/iceberg_compaction.py", "Python", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 28, 150
"/workspaces/NeuroNews/airflow/dags/spark_jobs/iceberg_snapshot_expiration.py", "Python", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 12, 140
"/workspaces/NeuroNews/airflow/dags/test_openlineage_integration.py", "Python", 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 30, 197
"/workspaces/NeuroNews/airflow/include/io_paths.yml", "YAML", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 32
"/workspaces/NeuroNews/airflow/plugins/README.md", "Markdown", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 111
"/workspaces/NeuroNews/airflow/plugins/lineage_utils.py", "Python", 275, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 85, 613
"/workspaces/NeuroNews/airflow/plugins/mlflow_callbacks.py", "Python", 258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 103, 485
"/workspaces/NeuroNews/ansible/README.md", "Markdown", 0, 0, 411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 513
"/workspaces/NeuroNews/ansible/ansible.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 8, 11, 56
"/workspaces/NeuroNews/ansible/deploy-api.yml", "YAML", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 82
"/workspaces/NeuroNews/ansible/deploy-jobs.yml", "YAML", 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 199
"/workspaces/NeuroNews/ansible/deploy-neuronews.yml", "YAML", 0, 498, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 33, 539
"/workspaces/NeuroNews/ansible/deploy-nginx-load-balancer.yml", "YAML", 0, 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21, 231
"/workspaces/NeuroNews/ansible/deploy-nginx-proxy.yml", "YAML", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 71
"/workspaces/NeuroNews/ansible/deploy-nginx-ssl.yml", "YAML", 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 148
"/workspaces/NeuroNews/ansible/group_vars/all.yml", "YAML", 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 12, 126
"/workspaces/NeuroNews/ansible/group_vars/aws.yml", "YAML", 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 15, 228
"/workspaces/NeuroNews/ansible/group_vars/gcp.yml", "YAML", 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 14, 121
"/workspaces/NeuroNews/ansible/group_vars/kubernetes.yml", "YAML", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 13, 102
"/workspaces/NeuroNews/ansible/inventories/hosts.yml", "YAML", 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 92
"/workspaces/NeuroNews/ansible/inventories/production/hosts.yml", "YAML", 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 14, 135
"/workspaces/NeuroNews/ansible/inventories/staging/hosts.yml", "YAML", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 77
"/workspaces/NeuroNews/ansible/promote-deployment.yml", "YAML", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 113
"/workspaces/NeuroNews/ansible/provision-infrastructure.yml", "YAML", 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 29, 202
"/workspaces/NeuroNews/ansible/requirements.yml", "YAML", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 31
"/workspaces/NeuroNews/ansible/rollback-deployment.yml", "YAML", 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17, 160
"/workspaces/NeuroNews/ansible/smoke-tests.yml", "YAML", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 61
"/workspaces/NeuroNews/ansible/tasks/backup_deployment.yml", "YAML", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 85
"/workspaces/NeuroNews/ansible/tasks/deploy-applications.yml", "YAML", 0, 296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25, 323
"/workspaces/NeuroNews/ansible/tasks/deploy_fastapi.yml", "YAML", 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 239
"/workspaces/NeuroNews/ansible/tasks/deploy_ingress.yml", "YAML", 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 188
"/workspaces/NeuroNews/ansible/tasks/deploy_monitoring.yml", "YAML", 0, 243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 256
"/workspaces/NeuroNews/ansible/tasks/deploy_prerequisites.yml", "YAML", 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 174
"/workspaces/NeuroNews/ansible/tasks/health_checks.yml", "YAML", 0, 213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21, 235
"/workspaces/NeuroNews/ansible/tasks/init-kubernetes-cluster.yml", "YAML", 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27, 202
"/workspaces/NeuroNews/ansible/tasks/install-docker.yml", "YAML", 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22, 182
"/workspaces/NeuroNews/ansible/tasks/install-kubernetes.yml", "YAML", 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26, 206
"/workspaces/NeuroNews/ansible/tasks/join-kubernetes-workers.yml", "YAML", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17, 102
"/workspaces/NeuroNews/ansible/tasks/post_deployment_validation.yml", "YAML", 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 169
"/workspaces/NeuroNews/ansible/tasks/pre_deployment_validation.yml", "YAML", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 99
"/workspaces/NeuroNews/ansible/tasks/prepare_images.yml", "YAML", 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 105
"/workspaces/NeuroNews/ansible/tasks/provision-aws.yml", "YAML", 0, 279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21, 302
"/workspaces/NeuroNews/ansible/tasks/provision-gcp.yml", "YAML", 0, 267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23, 292
"/workspaces/NeuroNews/ansible/tasks/rollback_deployment.yml", "YAML", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 36
"/workspaces/NeuroNews/ansible/tasks/validate-deployment.yml", "YAML", 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 40, 273
"/workspaces/NeuroNews/ansible/test-deployment.yml", "YAML", 0, 304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 45, 360
"/workspaces/NeuroNews/ansible/verify-deployment.yml", "YAML", 0, 373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 51, 427
"/workspaces/NeuroNews/apps/streamlit/Home.py", "Python", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 58
"/workspaces/NeuroNews/apps/streamlit/README.md", "Markdown", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 69
"/workspaces/NeuroNews/apps/streamlit/pages/02_Ask_the_News.py", "Python", 346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 27, 422
"/workspaces/NeuroNews/apps/streamlit/run_app.sh", "Shell Script", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 27
"/workspaces/NeuroNews/appspec.yml", "YAML", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28
"/workspaces/NeuroNews/config/ai_summarization_settings.json", "JSON", 0, 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 160
"/workspaces/NeuroNews/config/event_detection_settings.json", "JSON", 0, 0, 0, 0, 0, 259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 260
"/workspaces/NeuroNews/config/fake_news_detection_settings.json", "JSON", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 56
"/workspaces/NeuroNews/config/keyword_topic_settings.json", "JSON", 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51
"/workspaces/NeuroNews/config/knowledge_graph_population_settings.json", "JSON", 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 137
"/workspaces/NeuroNews/config/multi_language_settings.json", "JSON", 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"/workspaces/NeuroNews/config/ner_settings.json", "JSON", 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 142
"/workspaces/NeuroNews/config/sentiment_pipeline_settings.json", "JSON", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 39
"/workspaces/NeuroNews/config/sentiment_trend_analysis_settings.json", "JSON", 0, 0, 0, 0, 0, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 209
"/workspaces/NeuroNews/config/settings.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 1, 39
"/workspaces/NeuroNews/config/validation_settings.json", "JSON", 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 101
"/workspaces/NeuroNews/configs/chunking.yaml", "YAML", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 21, 150
"/workspaces/NeuroNews/configs/indexer.yaml", "YAML", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 77
"/workspaces/NeuroNews/create_sample_data.py", "Python", 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13, 146
"/workspaces/NeuroNews/data/bronze/entities/entities_batch_001.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/workspaces/NeuroNews/data/coverage.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17775, 0, 0, 0, 2, 1, 17778
"/workspaces/NeuroNews/data/event_detection_demo_results.json", "JSON", 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 59
"/workspaces/NeuroNews/data/issue_36_validation_results.json", "JSON", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47
"/workspaces/NeuroNews/data/nlp_jobs_validation_20250818_192715.json", "JSON", 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87
"/workspaces/NeuroNews/data/nlp_optimization_results.json", "JSON", 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50
"/workspaces/NeuroNews/data/sample.json", "JSON", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"/workspaces/NeuroNews/data/waf_security_test_report.json", "JSON", 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61
"/workspaces/NeuroNews/dbt/.user.yml", "YAML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/workspaces/NeuroNews/dbt/README.md", "Markdown", 0, 0, 248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 318
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/.circleci/config.yml", "YAML", 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 187
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/.github/FUNDING.yml", "YAML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/.github/ISSUE_TEMPLATE/bug_report.md", "Markdown", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 41
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/CHANGELOG.md", "Markdown", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 144
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/README.md", "Markdown", 0, 0, 556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 289, 845
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/dbt_project.yml", "YAML", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/integration_tests/ci/profiles.yml", "YAML", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 63
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/integration_tests/dbt_project.yml", "YAML", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 33
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/integration_tests/docker-compose.yml", "YAML", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 29
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/integration_tests/docker-start.sh", "Shell Script", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/integration_tests/docker-stop.sh", "Shell Script", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/integration_tests/docker/hive-site.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 16, 7, 47
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/integration_tests/docker/spark-defaults.conf", "Properties", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/integration_tests/docker/trino/catalog/memory.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/integration_tests/macros/expression_is_true.sql", "MS SQL", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/integration_tests/macros/get_custom_schema.sql", "MS SQL", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/integration_tests/macros/get_test_dates.sql", "MS SQL", 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26, 169
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/integration_tests/models/dates.sql", "MS SQL", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/integration_tests/models/dim_date.sql", "MS SQL", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/integration_tests/models/dim_date_fiscal.sql", "MS SQL", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/integration_tests/models/dim_hour.sql", "MS SQL", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/integration_tests/models/dim_week.sql", "MS SQL", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/integration_tests/models/test_dates.sql", "MS SQL", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/integration_tests/models/test_dates.yml", "YAML", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 78
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/integration_tests/packages.yml", "YAML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/workspaces/NeuroNews/dbt/dbt_packages/dbt_date/integration_tests/test.sh", "Shell Script", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15
